track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hotttnesss,year,search_title,search_artist,search_track_id,preview_url
TRACCVZ128F4291A8A,Deep Sea Creature,SOVLGJY12A8C13FBED,Call of the Mastodon,ARMQHX71187B9890D3,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,Mastodon,280.21506,0.780461748777,0.574274730517,2001,Deep Sea Creature,Mastodon,3kpdcl625qW3JW3bT9LpIy,https://p.scdn.co/mp3-preview/a40066a0e166911941b32d22e59b125b2ffb5f7d
TRACCMH128F428E4CD,No Quieras Marcharte,SOGDQZK12A8C13F37C,Adelante,AR2PT4M1187FB55B1A,d54ea4a6-0b9c-4e47-bed0-289ae9ff4037,Los Chichos,191.68608,0.561589945857,0.420570307208,1984,No Quieras Marcharte - Remastered 2005,Los Chichos,4yigEE7zV6S0Yha6lu5A4r,https://p.scdn.co/mp3-preview/48334b47ee22bd34dfc13402129d9f39f962c889
TRACCSW128F148C7C3,If I...,SODMVJR12A6D4F985D,Ill Na Na,ARDI88R1187B98DAB2,fd87374e-ffde-4d36-89a8-8a073f795666,Foxy Brown,222.92853,0.687687485872,0.406686099467,0,If I...,Foxy Brown,3lZpFRnVx0eaO0IY3Y6tR9,https://p.scdn.co/mp3-preview/ac1941b93684de0471f67d4a1de0cec4eb7cf98b
TRACCXJ128F428F0CF,Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?,SOIWBDR12A8C13A4AC,Massenet: Werther,ARUKJUP12086C14589,8a5f2736-bcde-4a2e-8d50-72631d66a7ef,Ramón Vargas;Vladimir Jurowski,278.38649,0.391741394148,0.291264811753,0,"Massenet: Werther, Act 1: ""Alors, c'est bien ici la maison du bailli ?"" - ""Arrivez donc, Brühlmann !"" (Werther, Les enfants, Charlotte, Le bailli, Brülhmann, Kätchen, Sophie)",Jules Massenet,3zCfmkW4VT729WQ0DiztdZ,https://p.scdn.co/mp3-preview/36df85622b229b253c0ea66a44b4f019f0fd8e08
TRACCVS12903D014F8,Ad Te Clamamus Exsvles Mortva Liberi,SOHCCIA12AC907577F,Pentagrammaton,ARZEWUR1187FB53DC8,0be59867-0da4-4e45-9b64-728cdf25487c,Enthroned,89.15546,0.59341604878,0.395709547708,2010,Ad Te Clamamus Exsvles Mortva Liberi,Enthroned,7qc6mqA2IoVGTIrSc6J6z3,https://p.scdn.co/mp3-preview/256236f96500dccec1554195a4ea6324e06e4053
TRACCKS128F42B77AE,Murder One,SOBOAQC12A8C13E3E9,BTNHRESURRECTION,ARUZRFN1187B98AC05,2fa45bbb-0efb-4950-9d40-94bf23cbfec1,Bone Thugs-N-Harmony,255.73832,0.815923420344,0.555138321923,2000,Murder One,Bone Thugs-N-Harmony,4YnFi3HZr18N1NhcPrOj7l,https://p.scdn.co/mp3-preview/923ce5baef2a9981b25010f856548e4b9f8e213b
TRACCQM12903CACC1E,On My Feet Again,SOKVLHX12AB0187B39,Utopia,ARHBWOZ1187FB3FD53,e6ff2839-5ccb-451b-b07e-f485bc143118,Utopia,239.59465,0.543936551885,0.430300279108,0,On My Feet Again,Utopia,4hDOtH6r7UHqOgCt7S01of,https://p.scdn.co/mp3-preview/b08d7f17dc72aadb20744b9028fa667119d70f82
TRACCUS128F92E1FEB,Bedroom Acoustics,SOMMSMW12A8C13FCCC,Plug In Baby,ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,156.96934,0.929030287441,0.750426551019,0,Bedroom Acoustics,Muse,0HFlYQNr3Y2hOUnOZ1qLXH,https://p.scdn.co/mp3-preview/b315ec9aea79a66f0d96041a66ba72b1d695978f
TRACCJA128F149A144,Segredo,SODPNJR12A6D4FA52D,Joao Voz E Violato,AR3THYK1187B999F1F,286ec4c2-b5ca-4f85-b331-280a6d73dd14,João Gilberto,197.19791,0.645192338747,0.471224329919,2000,Segredo,João Gilberto,3MM6LUmNqXnGz6V5gZlap2,https://p.scdn.co/mp3-preview/c4f44bf15d20f75e5df4cfeaafe7625b79435a08
TRACCGB12903CD1B90,Sajana (Ft Faheem Mazhar),SOFFLLP12AB018ED52,The Lost Souls Bonus EP,ARFELOH1187B991F95,65b785d9-499f-48e6-9063-3a1fd1bd488d,Niraj Chag,262.5824,0.495819328959,0.34276521913,0,Sajana,Niraj Chag,3j1j9SUOkdWZTBzopPIVBt,https://p.scdn.co/mp3-preview/037b3fe2edde5ecea39584ccbe211f8aed94f505
TRACCXJ128F92E984B,Theresa,SOZSPTD12A8C143BFD,Distance,ARO0EUG1187B9AC250,668e5c58-903a-4aee-ba0d-9166a3bba4cc,Portable,362.60526,0.532850502341,0.302930470625,2003,Theresa,Portable,4CkQkBMwuXqZYfdBvarbXw,https://p.scdn.co/mp3-preview/39871c1409e99fcaa9a0cf47b16dcbc530c680c6
TRACCEJ128F93257ED,Story Of An Artist (Don't Be Scared),SOHWWOM12AB0186627,Welcome to my World,AR6CLFP1187B9ACB94,8a7ca8b0-d23c-4eff-8fe9-6220ba5c9c76,Daniel Johnston,311.53587,0.713322146547,0.473613189375,0,The Story of an Artist,Daniel Johnston,1a5K6Fw5HKA0JCjXH1I7Oa,https://p.scdn.co/mp3-preview/49d9dcae406e3ef7549f6972f14bc01c64fb9109
TRACCMO12903CA4168,D Shuffle Jam (Part 2),SOZVLXO12AF72ABCDB,Live At Tonic,AR6WICD1187B998708,6035000d-b53b-4b01-b5a0-a7572c34e806,Christian McBride,692.06159,0.587332267375,0.4213861126,0,The Shuffle,Van McCoy,4KbNSEkFUqFVUMX9Js85ty,https://p.scdn.co/mp3-preview/b3daa81e373c4ea2c714dff8bff701781cb06fec
TRACCVN128F92DAE3D,Ju Ju,SOVBVJW12AAF3B5F77,Intermobility,ARMFOCL119B8668919,ede0d8a0-0b0a-4ded-ae3c-affba301dae8,String Trio Of New York,392.4371,0.274613283356,0.0,0,"Piano Quintet in E-Flat Major, Op. 44: III. Scherzo. Molto vivace - Trio I - Trio II - Coda",Robert Schumann,3VMdU2unoDgjYDyplApEfW,https://p.scdn.co/mp3-preview/da0489a4a93f491be4c8df7da30fad06547992bb
TRACCOK128F932AF52,When I Was A Cowboy (Western Plains) (LP Version),SOINHKC12AB01836E0,Garden Of Joy,AR3GYKU1187B996AB9,61a75fe6-c102-49bf-96b0-40a1b85c8e7c,Jim Kweskin,208.90077,0.341732230036,0.296823950795,0,When I Was Just a Girl,Evelyn,6v4bq65nao4pEcYJpc901O,https://p.scdn.co/mp3-preview/683acb84c15eb2c104760229c17ad5aae72d0243
TRACCLY12903CDD7C4,I Destructor (Lenny Dee Mix),SODKUVJ12AB0187A4A,Blown Away,ARDOOH01187B991055,344c5e8c-d4f1-4bec-8ff5-08ef100a9e5d,Ultraviolence,367.41179,0.499939220989,0.374449430497,0,"I, Destructor - Lenny Dee Mix",Ultraviolence,5tO87NS1Han2CE24mpMV04,https://p.scdn.co/mp3-preview/2fa3c89ede6ff48a0159c87e1688f8e466839f2a
TRACJJZ12903CCBCDA,No Survivors,SOMJNMD12AB0187F93,Maximum Speed,ARVUAJC1187B9908A5,dcaedaf8-b460-4966-8a05-1a080a6734fb,Speedball,212.21832,0.486679143166,0.362501433921,1998,No Survivors,Speedball,4usnKCYzqERVoztx3B3yTN,https://p.scdn.co/mp3-preview/213620c4c7df167943b3993d031061b3a423a906
TRACJPW128F932CA4C,Her Golden Robe In Silence Veiled,SOZNBMX12AB0182AD1,DämmerElbenTragödie,ARM63WJ1187B9951EA,a58d6509-7716-4b2f-a145-c642144bbd76,Autumnblaze,286.24934,0.493891152979,0.35549595658,1999,Her Golden Robe in Silence Veiled,Autumnblaze,7j1iTl6aScpxpjhZLEn6Nj,https://p.scdn.co/mp3-preview/9a56302f7cec28585c6372efd0704d5c2ddecf8b
TRACJWY12903CB7DBF,Same Old Song,SOIRIWN12AB0183AE7,Original Album Classics,ARBQPXY1187B98D67B,cb1ca13a-4821-4e66-aff0-0fd6b3dc9a81,Kris Kristofferson,194.37669,0.73239386307,0.496224348644,1974,Same Old Song - Live,Kris Kristofferson,3DlEQpYfwuxDKhEwUJGZv1,https://p.scdn.co/mp3-preview/f47b3ff03332cc67dd87b8015fd10680708cbc11
TRACJHJ128F1489FAB,The Ride (Album),SOESNFW12A6D4F995F,House Full Of No Trust,ARPVFV91187B98BB94,95927574-d2b9-4756-b7d6-09b3c248c311,Cinder,218.61832,0.553194233521,0.359807225003,2006,Cinderella,Cocco Lexa,2dksq6kYaMddgItSNlO6MU,https://p.scdn.co/mp3-preview/aa03a5e5612b9e52c1927cc2165d383748ed0c48
TRACJVF128F92D2DB3,Two Little Fishes_ Five Loaves Of Bread,SOGNFKZ12A8C145224,Complete / Intégrale Vol. 5 (1953-1957),AR6TD9K1187B9A207D,f5625c87-5a62-4b3b-a375-fe08a71acddc,Sister Rosetta Tharpe,156.42077,0.553104832921,0.360350447854,0,Two Little Fishes Five Loaves Of Bread,Sister Rosetta Tharpe,3sWnltLgPDPOVizL25G4Pu,https://p.scdn.co/mp3-preview/d98c4ef7b3cde188de916288315b3c09b5c0ff6f
TRACJDX12903CD4917,Church Hangover,SOSJVGP12AB0185B95,El Mas Chingon,ARYF20K1187B9B76BD,4a41c200-153b-4158-87b3-db0fea627e2c,George Lopez,270.68036,0.668020248723,0.516963730738,2006,Hangover - Techno Version,Lion Dreher,5UmwsSH2bcPiyR6YZ3Rldc,https://p.scdn.co/mp3-preview/545ed5504c257e8b4ecf621029599ca22a4dc5e7
TRACJKR12903D02C75,I Got Stripes (Live),SOHHGUG12A6D4F4E77,The Legend,ARH861H1187B9B799E,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Johnny Cash,112.95302,0.817256292502,0.735208877747,2006,"I Got Stripes - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,0ry355UoTbc3NScBC2F3jA,https://p.scdn.co/mp3-preview/54b5a73a7ad01cec8031e752262041cc55aa235f
TRACJVT12903CB0F49,The Greed Of Our Stare,SOBIPBF12AB0184B0C,Unwant,ARHWRBR119B8669309,6d2e94ff-76f7-45f7-a7ce-9fe724952b8b,Hatesex,307.87873,0.461286162289,0.0,0,The Greed of Our Stare,Hatesex,5wO3F8tmGyWlxTU9fSIyAF,https://p.scdn.co/mp3-preview/d8dbcc953b0e5eac5106863b11ea04caa4c1d852
TRACJOQ12903CBBB64,The Contracting Perception Of Consciousness,SONUTGA12AB0187F44,Praying Mantis,ARE17W51187FB5381B,3ab20833-bea6-4972-9e83-14599e3666a1,Rui Da Silva,448.62649,0.625186797468,0.388800312915,0,The Contracting Perception Of Consciousness,Rui Da Silva,2KhYdGZKZVJxqVABVKX3u5,https://p.scdn.co/mp3-preview/2c09ecbd493c8243ab07973fc1f05e5b6415844f
TRACIJF128F424317B,Post-Toxic Finger Disorder,SOIGIUZ12A8C1337B1,Tim Exile's Nuisance Gabbaret Lounge,AR8U8G41187B9A833B,110500b0-78a7-41cb-8535-9f37ab35a902,Tim Exile,80.3522,0.620501924916,0.301847094811,2006,Post-Toxic Finger Disorder,Tim Exile,132D8u3EgrP6rqZPvKz3FI,https://p.scdn.co/mp3-preview/a60b2134304be844a759074306fd342217025ccd
TRACIOB128F4296D0F,Qui Donc A Changé ?,SORRQLD12A8C139E8D,36 Grands Succès,ARQVTCN11E2835DFFD,f4847b22-6278-4963-aae6-43f6958ec261,Marcel Mouloudji,110.34077,0.325219143048,0.270099982469,0,Qui donc a changé ?,Mouloudji,7IawSuMbqvMnGRlqfo9bLu,https://p.scdn.co/mp3-preview/ca97cdb9385ebcea3d2b848d7bb882e7696c14c6
TRACIKJ128F4226ABA,Lotus Kiss,SOHHKOU12A81C224B2,Gathering The Tribe,AR8W2DS1187B9B6E36,c11db213-a40e-43c1-b2b7-cc2f0f08cb5b,Alex Theory,317.88363,0.448124002912,0.315522959032,0,Lotus Kiss,Alex Theory,1TrFJlNTifjDK0hEaUz5tH,https://p.scdn.co/mp3-preview/a8d409d058ecba6319da19bcf44aac74c3cbcc15
TRACICJ128F14ADFB8,So Many Books ... (The Word Album Version),SOWUAYB12A6D4FA1D4,Joy in the Journey,ARHO1WI1187B98CB84,d1de79d5-3ca3-42f5-8d82-fbc71a76ec93,Michael Card,163.082,0.015557880683,0.344246580364,0,"So Many Men, So Little Time",Miquel Brown,32GjA33ux6BI59fDrw2eQT,https://p.scdn.co/mp3-preview/c633b6a3d3174f483e4a72e25521a7f2686709ef
TRACIIS128F425DF68,Drummer's Circle,SOYTQGO12A8C138C1B,Transformation,ARYUHNV1187FB482AF,acf836d7-c773-40ee-860b-5f4024e8e97f,Megadrums,237.24363,0.327233191416,0.0637249864633,0,Drummer's Circle,Megadrums,08lthg32KndnQTZItDDdan,https://p.scdn.co/mp3-preview/3b527dc8d20c6e07fe874847ff395f4189c968cd
TRACIEF128F4270573,What Would You Do,SOOOBCE12A8C134019,Welcome Home / The Okeh Years,AROBQ0B1187FB404F6,f1e23fa9-87f0-44ed-a46d-c91f72a9bbd8,Walter Jackson,156.682,0.437193776939,0.316155987397,2006,What Would You Do,Walter Jackson,6CYlgYmNdm1rsUCkNdWFlG,https://p.scdn.co/mp3-preview/c34381408e01295356a5f5db6b11c37a67c89523
TRACILD128F930AF53,Intro,SOROLCY12AB0182652,Double R,ARYNSN31187FB4C573,af308783-61fb-492b-9c37-a8cf48f2f064,Bizzy Bone Presents,50.9122,0.75418083313,0.4762541622,2004,Intro,Bizzy Bone,3h49pfoluPa5pDrkrfrIwd,https://p.scdn.co/mp3-preview/aa166af7a9b09cf38427c04d90689831725f529a
TRACISV12903D13877,When You're Hot_ You're Hot,SOWBEBK12AB018306A,Les 100 Plus Grands Titres Country,ARE9SYU1187B9B9838,44419ff2-0251-49ba-933b-b09733ff9adb,Jerry Reed,138.4224,0.584007553139,0.40902774457,0,"When You're Hot, You're Hot",Jerry Reed,5ldIPwQS9zj3UpUdPQ7CB4,https://p.scdn.co/mp3-preview/d1a56c98f26bd02a1b4cfde6c71636f43d4587d9
TRACIIZ128EF34E497,Kong,SOLIAYU12A6D4F9923,Justin In Love With HK Philharmonic Concert Live,ARZCXO91187FB53708,c7d13c98-8896-4105-b68d-698d4f54ffcd,Justin,275.85261,0.78255568904,0.335368577746,0,Kong,Justin Lo,5hQwJOWx41wiWH305GT7pf,https://p.scdn.co/mp3-preview/8c80d7ceaeb27510f5a708c552925a72ecb28a90
TRACHAL128F427DD25,When Those Two Towers Fell,SOOBRTK12A8C13D6A9,Play It For A Long Time,ARPEJMN11F4C84080E,,New Roanoke Jug Band,178.20689,0.418381811634,0.317486348374,0,Little Brown Jug,Hot Sugar Band,3tiAhFcU5k4PmXTNFX18Jg,https://p.scdn.co/mp3-preview/d61d3a89f7d5b3fa5760d8550fc4b43237caaf69
TRACHZE12903CD95D2,Ignis,SONROBV12AB0188BC7,Its Not The Same,ARJJRZ41187FB4C856,6dd5961a-16e7-4f03-8385-b251e12f9698,Floor,144.92689,0.522423829106,0.417591879765,2009,Ignis,Floor,3j6hzjPxxo03CVpkmwEMyx,https://p.scdn.co/mp3-preview/bdbe1ca6194cb4851f8fe9ed847feaf25fc635d4
TRACHOZ12903CCA8B3,Close Up,SOLWBGS12AB0187EAD,Close Up,ARELA4P1187B991507,cb87bb99-3092-4be5-a515-ce8b0699f66f,Charles Williams,64.05179,0.389802966828,0.287731467837,0,Close Up,Charles Williams,4GSYwbTydtBEvrxSc9EkIx,https://p.scdn.co/mp3-preview/2b0274b58973b546a20473a42fffd6d6b2b92ec9
TRACHTO12903CBE58B,Bo Diddley,SOOCWAO12AB01852C1,The Animals with Sonny Boy Williamson,AR1VWD91187FB4CE99,4d8afa16-4018-4ca8-8b5e-ede8f9314562,The Animals_ Sonny Boy Williamson,463.49016,0.40737228057,0.482486802139,1973,Bo Diddley,The Animals,6a8Fi4FCnFEdXzbUaaDpJ8,https://p.scdn.co/mp3-preview/58d3e02428effa0575efe3b6c589afdff9096229
TRACHKX128F934B07A,I'm Not Done,SOJDJRK12AB018565D,Live In Lulea,ARUYVDC12086C11D5C,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray,280.24118,0.713782885977,0.529166982926,2009,I'm Not Done,Fever Ray,1M79P35xE7gbK9G7YsiXFS,https://p.scdn.co/mp3-preview/732f445e43f51652fa0fd4ab3c407e4d81f716f8
TRACHHO12903CF8CCA,La Sitiera,SOYNXWG12AC468F51A,Tiqui_ Tiqui,ARUT60Q1187B9B90E9,ef2e5f5b-3564-45f2-8fb6-72bad452aeba,Orquesta Broadway,226.66404,0.398858713212,0.341061399219,0,La Sitiera,Roberto Torres,4P7iGBOMg9Q5vaW0tGoijX,https://p.scdn.co/mp3-preview/6298ae5b4aa1d2032f10e0ef4b6c62ae9889f152
